953433,11,

7th
MATH,88,88,88,89,92,90,
ENG,92,92,91,92,93,94,
SCI,87,82,86,83,87,86,
SOC,87,87,83,84,86,87,
PE,96,96,97,95,93,94,
ART,81,81,81,84,81,83,

8th
MATH,92,94,94,95,92,92,
ENG,94,92,92,89,92,91,
SCI,80,82,84,83,80,81,
SOC,83,85,82,86,84,83,
PE,96,93,95,96,93,94,
ART,82,81,83,79,83,82,

9th
MATH,91,89,89,89,92,93,
ENG,92,93,89,90,89,91,
SCI,79,79,76,79,76,81,
SOC,85,86,85,84,84,85,
PE,94,97,95,95,95,96,
ART,82,78,78,78,79,79,

10th
MATH,89,89,90,89,90,89,
ENG,93,92,90,90,90,88,
SCI,78,77,75,76,75,78,
SOC,84,81,79,81,83,83,
PE,93,97,98,93,98,97,
ART,78,81,78,78,78,80,
