843336,11,

7th
MATH,67,71,71,72,71,69,
ENG,91,96,92,95,93,96,
SCI,85,83,87,85,84,82,
SOC,80,80,81,83,81,79,
PE,94,96,97,96,95,96,
ART,92,91,91,91,87,92,

8th
MATH,70,69,69,66,65,66,
ENG,92,94,94,95,94,94,
SCI,82,83,85,83,84,85,
SOC,79,81,78,80,78,82,
PE,98,93,98,93,98,93,
ART,88,92,92,87,87,91,

9th
MATH,69,66,66,67,68,71,
ENG,92,95,93,92,95,96,
SCI,84,81,83,84,81,82,
SOC,81,80,82,78,81,80,
PE,97,93,95,98,97,96,
ART,92,91,89,87,91,91,

10th
MATH,64,66,67,67,64,64,
ENG,93,93,95,92,95,92,
SCI,84,84,80,80,81,79,
SOC,79,83,80,81,83,78,
PE,97,94,93,96,96,97,
ART,87,90,86,86,87,88,
