876893,11,

7th
MATH,92,92,93,94,90,93,
ENG,99,97,100,98,98,99,
SCI,99,95,97,98,98,99,
SOC,89,91,91,90,88,88,
PE,96,99,98,96,97,100,
ART,97,97,100,96,99,98,

8th
MATH,91,92,94,94,92,89,
ENG,99,98,99,100,96,95,
SCI,94,94,96,95,98,99,
SOC,89,89,89,90,86,86,
PE,95,97,99,96,97,95,
ART,99,95,99,98,96,98,

9th
MATH,94,94,94,90,92,89,
ENG,100,97,98,97,98,100,
SCI,93,94,98,95,96,98,
SOC,83,84,86,84,86,87,
PE,96,97,95,93,97,94,
ART,98,100,100,97,100,100,

10th
MATH,91,90,91,93,95,92,
ENG,100,96,97,97,98,98,
SCI,94,98,96,99,99,94,
SOC,87,88,87,91,87,88,
PE,98,99,98,96,97,96,
ART,98,97,97,96,97,98,
